fixture_id,team,player_id,player_name,position,grid,is_starter
1044899,Paris Saint Germain,174565.0,H. Ekitike,F,0-0,0
1044899,Paris Saint Germain,311083.0,C. Ndour,M,0-0,0
1044899,Paris Saint Germain,263.0,L. Kurzawa,D,0-0,0
1044899,Paris Saint Germain,731.0,K. Navas,G,0-0,0
1044899,Lens,21628.0,B. Samba,G,1:1,1
1044899,Lens,21635.0,J. Gradit,D,2:3,1
1044899,Lens,25287.0,K. Danso,D,2:2,1
1044899,Lens,6231.0,F. Medina,D,2:1,1
1044899,Lens,3007.0,P. Frankowski,M,3:4,1
1044899,Lens,128987.0,S. Abdul Samed,M,3:3,1
1044899,Lens,270509.0,A. Diouf,M,3:2,1
1044899,Lens,2483.0,D. Machado,M,3:1,1
1044899,Lens,22261.0,A. Thomasson,F,4:2,1
1044899,Lens,21146.0,A. Fulgini,F,4:1,1
1044899,Lens,20761.0,F. Sotoca,F,5:1,1
1044899,Lens,85914.0,J. Le Cardinal,D,0-0,0
1044899,Lens,36868.0,S. Spierings,M,0-0,0
1044899,Lens,162707.0,E. Wahi,F,0-0,0
1044899,Lens,23643.0,M. Guilavogui,F,0-0,0
1044899,Lens,174607.0,David Pereira da Costa,M,0-0,0
1044899,Lens,20651.0,J. Leca,G,0-0,0
1044899,Lens,352999.0,A. Sishuba,M,0-0,0
1044899,Lens,360114.0,A. Khusanov,D,0-0,0
