fixture_id,team,player_id,player_name,position,grid,is_starter
1044911,Paris Saint Germain,381.0,Danilo Pereira,M,0-0,0
1044911,Paris Saint Germain,162473.0,Arnau Tenas,G,0-0,0
1044911,Paris Saint Germain,263.0,L. Kurzawa,D,0-0,0
1044911,Paris Saint Germain,930.0,Carlos Soler,M,0-0,0
992280,Al-Hilal & Al-Nassr Stars,44411.0,Mohammed Al-Owais,G,1:1,1
992280,Al-Hilal & Al-Nassr Stars,,Sultan Abdullah Al Ghanam,D,2:4,1
992280,Al-Hilal & Al-Nassr Stars,32851.0,Hyun Soo Jang,D,2:3,1
992280,Al-Hilal & Al-Nassr Stars,44332.0,Ali Al-Boleahi,D,2:2,1
992280,Al-Hilal & Al-Nassr Stars,44594.0,Saud Abdulhamid,D,2:1,1
992280,Al-Hilal & Al-Nassr Stars,44315.0,Abdullah Alkhaibari,M,3:2,1
992280,Al-Hilal & Al-Nassr Stars,1909.0,Luiz Gustavo,M,3:1,1
992280,Al-Hilal & Al-Nassr Stars,44340.0,Salem Al-Dawsari,M,4:2,1
992280,Al-Hilal & Al-Nassr Stars,50886.0,Gonzalo Martinez,M,4:1,1
992280,Al-Hilal & Al-Nassr Stars,393.0,Moussa Marega,F,5:2,1
992280,Al-Hilal & Al-Nassr Stars,874.0,Cristiano Ronaldo,F,5:1,1
992280,Al-Hilal & Al-Nassr Stars,44589.0,Amin Al-Bukhari,G,0-0,0
992280,Al-Hilal & Al-Nassr Stars,22002.0,Ghislain Konan,D,0-0,0
992280,Al-Hilal & Al-Nassr Stars,44475.0,Abdulelah Al-Amri,D,0-0,0
992280,Al-Hilal & Al-Nassr Stars,44684.0,Khalifah Aldawsari,D,0-0,0
992280,Al-Hilal & Al-Nassr Stars,44507.0,Ali Al-Oujami,D,0-0,0
992280,Al-Hilal & Al-Nassr Stars,44303.0,Abdullah Madu,D,0-0,0
992280,Al-Hilal & Al-Nassr Stars,2488.0,Gustavo Cuéllar,M,0-0,0
992280,Al-Hilal & Al-Nassr Stars,44350.0,Abdullah Otayf,M,0-0,0
992280,Al-Hilal & Al-Nassr Stars,44692.0,Sami Al-Najei,M,0-0,0
992280,Al-Hilal & Al-Nassr Stars,2426.0,André Carrillo,M,0-0,0
992280,Al-Hilal & Al-Nassr Stars,44349.0,Mohamed Kanno,M,0-0,0
992280,Al-Hilal & Al-Nassr Stars,12724.0,Anderson Talisca,M,0-0,0
992280,Al-Hilal & Al-Nassr Stars,25618.0,Matheus Pereira,M,0-0,0
992280,Al-Hilal & Al-Nassr Stars,12975.0,Odion Ighalo,F,0-0,0
992280,Paris Saint Germain,731.0,Keylor Navas,G,1:1,1
992280,Paris Saint Germain,9.0,Achraf Hakimi,D,2:4,1
992280,Paris Saint Germain,738.0,Sergio Ramos,D,2:3,1
992280,Paris Saint Germain,257.0,Marquinhos,D,2:2,1
992280,Paris Saint Germain,258.0,Juan Bernat,D,2:1,1
992280,Paris Saint Germain,328.0,Fabián Ruiz,M,3:3,1
992280,Paris Saint Germain,513.0,Renato Sanches,M,3:2,1
992280,Paris Saint Germain,930.0,Carlos Soler,M,3:1,1
992280,Paris Saint Germain,154.0,Lionel Messi,F,4:1,1
992280,Paris Saint Germain,278.0,Kylian Mbappé,F,5:2,1
992280,Paris Saint Germain,276.0,Neymar,F,5:1,1
992280,Paris Saint Germain,19014.0,Sergio Rico,G,0-0,0
992280,Paris Saint Germain,20568.0,Alexandre Letellier,G,0-0,0
992280,Paris Saint Germain,1622.0,Gianluigi Donnarumma,G,0-0,0
992280,Paris Saint Germain,268571.0,El Chadaille Bitshiabu,D,0-0,0
992280,Paris Saint Germain,162067.0,Timothée Pembélé,D,0-0,0
992280,Paris Saint Germain,263482.0,Nuno Mendes,D,0-0,0
992280,Paris Saint Germain,262.0,Presnel Kimpembe,D,0-0,0
992280,Paris Saint Germain,310196.0,Ismael Gharbi,M,0-0,0
992280,Paris Saint Germain,336561.0,Ayman Kari,M,0-0,0
992280,Paris Saint Germain,128384.0,Vitinha,M,0-0,0
992280,Paris Saint Germain,381.0,Danilo Pereira,M,0-0,0
992280,Paris Saint Germain,336657.0,Warren Zaïre-Emery,M,0-0,0
992280,Paris Saint Germain,174565.0,Hugo Ekitiké,F,0-0,0
992280,Paris Saint Germain,386275.0,Ilyes Housni,F,0-0,0
