player_name,team,league,age,position,appearances,starts,minutes,goals,assists,shots_total,shots_on,passes_total,passes_key,pass_accuracy,tackles,interceptions,blocks,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow_cards,red_cards,player_id,rating,duels_won_pct,xg_proxy,performance_score,fatigue_index,defensive_impact,anomaly_z,is_anomaly
Michail Antonio,West Ham,Premier League,32,Forward,21,11,1051,2,0.17,2.05,0.68,9.06,0.94,52.2,0.94,0.26,0.94,2.56,0.94,1.97,1.45,0.09,0.0,104,7.468,0.3672,0.09523809523809523,0.4305,0.5561,0.736,-0.4149,0
Antony,Manchester Utd,Premier League,22,Forward,12,11,908,3,0.0,3.27,1.39,31.6,0.79,77.2,1.39,0.4,0.79,3.07,0.99,1.29,0.4,0.3,0.0,105,7.671,0.3225,0.25,0.524,0.8407,0.913,0.7231,0
Valentin Antov,Monza,Serie A,22,Defender,4,1,172,0,0.0,0.0,0.0,48.4,0.53,82.9,2.63,0.0,2.11,0.53,0.53,0.53,0.53,0.0,0.0,106,7.414,1.0,0.0,0.5882,0.4778,1.685,1.5044,0
Christopher Antwi-Adjei,Bochum,Bundesliga,29,Midfielder,15,8,788,2,0.68,1.48,0.45,16.7,1.93,58.1,1.36,0.34,0.91,3.18,0.91,1.7,0.57,0.0,0.0,107,7.538,0.2862,0.13333333333333333,0.4396,0.5837,0.919,-0.3042,0
Anuar,Valladolid,La Liga,28,Midfielder,3,3,210,1,0.0,1.3,0.43,13.0,1.74,75.0,1.74,1.3,2.17,1.74,0.87,2.61,1.3,0.43,0.0,108,7.454,0.5,0.3333333333333333,0.5736,0.7778,1.737,1.3267,0
Houssem Aouar,Lyon,Ligue 1,24,Midfielder,9,6,402,1,0.22,1.33,0.67,51.1,0.89,79.0,1.78,1.33,2.22,3.33,0.89,0.89,0.89,0.44,0.0,109,7.488,0.2673,0.1111111111111111,0.4694,0.4963,1.777,0.0585,0
Adil Aouchiche,Lorient,Ligue 1,20,Midfielder,6,0,85,0,0.0,3.33,1.11,44.4,1.11,75.5,0.0,1.11,0.0,3.33,0.0,2.22,2.22,0.0,0.0,110,7.378,0.0,0.0,0.3723,0.1574,0.333,-1.1233,0
Dennis Appiah,Nantes,Ligue 1,30,Defender,15,9,795,0,0.0,0.57,0.11,38.5,0.45,72.4,2.39,1.14,1.48,2.05,0.68,0.11,1.82,0.11,0.0,111,7.357,0.3317,0.0,0.4318,0.5889,1.742,-0.3991,0
Mauro Arambarri,Getafe,La Liga,27,Midfielder,7,7,587,0,0.15,0.92,0.0,34.5,1.38,83.0,1.38,1.08,2.0,0.15,0.15,1.54,1.69,0.31,0.15,112,7.38,1.0,0.0,0.5874,0.9317,1.476,1.4947,0
Charles Aranguiz,Leverkusen,Bundesliga,33,Midfielder,10,4,493,1,0.0,0.91,0.36,45.1,0.55,79.7,3.09,1.27,0.73,1.27,0.73,1.82,1.27,0.18,0.0,113,7.49,0.5748,0.1,0.5291,0.5478,1.836,0.7851,0
Ronald Araujo,Barcelona,La Liga,23,Defender,10,10,859,0,0.11,0.63,0.0,58.1,0.21,88.7,1.37,0.84,0.42,0.11,0.11,0.42,0.53,0.32,0.0,114,7.435,1.0,0.0,0.6004,0.9544,0.926,1.6529,0
Cameron Archer,Aston Villa,Premier League,21,Midfielder,6,0,49,0,0.0,0.0,0.0,16.0,0.0,66.7,0.0,0.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,115,7.334,1.0,0.0,0.5534,0.0907,0.0,1.0809,0
Tairyk Arconte,Brest,Ligue 1,19,Midfielder,2,0,32,0,0.0,2.5,2.5,2.5,0.0,100.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,116,7.5,0.0,0.0,0.425,0.1778,0.75,-0.4819,0
Alphonse Areola,West Ham,Premier League,29,Goalkeeper,2,0,107,0,0.0,0.0,0.0,24.2,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,117,7.345,0.0,0.0,0.3583,0.5944,0.0,-1.2937,0
Joe Aribo,Southampton,Premier League,26,Midfielder,19,11,1094,2,0.0,1.07,0.66,21.1,0.74,72.9,2.38,0.66,1.07,3.11,1.31,0.9,0.74,0.16,0.0,118,7.557,0.4212,0.10526315789473684,0.4883,0.6398,1.471,0.2886,0
Adam Armstrong,Southampton,Premier League,26,Forward,20,12,1027,1,0.09,1.67,0.79,16.2,0.88,73.4,0.88,0.26,1.14,2.63,0.7,0.61,0.96,0.0,0.0,119,7.473,0.2662,0.05,0.4392,0.5706,0.772,-0.309,0
Stuart Armstrong,Southampton,Premier League,30,Midfielder,18,7,767,1,0.0,1.53,0.35,34.2,1.41,79.3,1.65,0.35,1.06,2.35,1.06,1.29,1.18,0.35,0.0,120,7.479,0.4511,0.05555555555555555,0.4899,0.4735,1.083,0.308,0
Marko Arnautovi?,Bologna,Serie A,33,Forward,14,14,1189,8,0.0,1.59,0.76,19.5,1.44,70.6,0.61,0.15,0.53,1.29,0.53,0.98,1.36,0.3,0.0,121,8.138,0.4109,0.5714285714285714,0.6389,0.9437,0.448,2.1215,1
Maximilian Arnold,Wolfsburg,Bundesliga,28,Midfielder,20,20,1728,4,0.1,1.04,0.36,38.3,1.56,74.2,1.82,0.73,1.25,0.57,0.26,2.24,1.04,0.21,0.0,122,7.768,0.4561,0.2,0.5327,0.96,1.322,0.8289,0
Kepa Arrizabalaga,Chelsea,Premier League,28,Goalkeeper,14,14,1215,0,0.0,0.0,0.0,32.1,0.0,85.6,0.15,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,123,7.428,0.0,0.0,0.394,0.9643,0.06,-0.8592,0
Roberto Arroyo,Valladolid,La Liga,19,Midfielder,1,0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,124,7.0,1.0,0.0,0.41,0.1667,2.0,-0.6644,0
Tolgay Arslan,Udinese,Serie A,32,Midfielder,20,10,815,1,0.0,2.09,0.55,33.6,1.1,79.7,1.76,0.77,1.21,2.42,0.88,2.31,1.21,0.11,0.0,125,7.493,0.3636,0.05,0.4719,0.4528,1.298,0.089,0
Arthur,Fiorentina,Serie A,24,Forward,16,6,663,3,0.14,3.24,1.22,13.4,0.95,71.7,0.81,0.0,0.81,1.62,0.81,0.95,1.22,0.14,0.0,126,7.661,0.5,0.1875,0.5295,0.4604,0.567,0.79,0
Santiago Arzamendia,Cádiz,La Liga,24,Defender,8,3,299,0,0.0,0.91,0.3,24.2,1.52,65.0,1.52,0.3,2.42,1.52,0.61,0.3,0.91,0.0,0.0,127,7.325,0.4013,0.0,0.43,0.4153,1.424,-0.421,0
Takuma Asano,Bochum,Bundesliga,28,Midfielder,11,8,637,1,0.0,2.68,0.85,14.1,1.27,70.9,0.7,0.42,1.13,1.69,0.28,1.27,0.28,0.0,0.0,128,7.454,0.1657,0.09090909090909091,0.4258,0.6434,0.745,-0.4721,0
Santiago Ascacibar,Cremonese,Serie A,25,Midfielder,13,7,727,0,0.0,1.73,0.37,44.2,0.99,82.3,3.7,1.6,1.73,1.11,0.49,1.11,1.36,0.12,0.0,129,7.406,0.4414,0.0,0.4751,0.6214,2.479,0.1279,0
Sergio Asenjo,Valladolid,La Liga,33,Goalkeeper,5,5,450,0,0.0,0.0,0.0,24.2,0.0,66.9,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,130,7.334,0.0,0.0,0.3538,1.0,0.0,-1.3484,0
Marco Asensio,Real Madrid,La Liga,27,Midfielder,15,5,500,2,0.54,3.75,1.07,39.8,2.86,81.4,1.43,0.36,0.54,1.07,0.54,1.07,0.89,0.18,0.0,131,7.636,0.5047,0.13333333333333333,0.5328,0.3704,0.842,0.8302,0
Kristoffer Askildsen,Lecce,Serie A,22,Midfielder,16,6,592,0,0.0,1.36,0.45,21.4,0.91,63.8,1.06,1.52,1.67,0.76,0.3,0.91,2.12,0.45,0.0,132,7.296,0.3947,0.0,0.4254,0.4111,1.381,-0.477,0
Fisnik Asllani,Hoffenheim,Bundesliga,20,Midfielder,4,0,60,0,0.0,2.86,0.0,22.9,2.86,59.3,0.0,2.86,1.43,1.43,0.0,1.43,1.43,0.0,0.0,133,7.296,0.0,0.0,0.3375,0.1667,1.287,-1.5468,0
Kristjan Asllani,Inter,Serie A,20,Midfielder,12,2,295,0,0.0,1.82,0.0,59.4,0.61,86.7,2.12,0.3,0.61,0.91,0.3,1.21,1.52,0.61,0.0,134,7.403,0.3297,0.0,0.4614,0.2731,1.121,-0.0388,0
Iago Aspas,Celta Vigo,La Liga,35,Forward,20,18,1662,9,0.16,2.27,1.03,29.0,2.81,77.2,0.11,0.27,0.43,1.78,0.54,2.16,0.59,0.22,0.0,135,8.286,0.3034,0.45,0.5987,0.9233,0.254,1.6322,0
Lorenz Assignon,Rennes,Ligue 1,22,Defender,6,2,194,0,0.45,1.36,0.45,40.5,0.45,82.4,2.73,0.91,1.82,1.36,0.45,0.91,0.91,0.91,0.0,136,7.398,0.3309,0.0,0.4529,0.3593,1.911,-0.1423,0
Youcef Atal,Nice,Ligue 1,26,Defender,13,7,637,1,0.0,1.27,0.7,47.0,1.41,80.7,4.79,1.55,0.85,4.23,1.55,2.11,1.27,0.14,0.0,137,7.496,0.3664,0.07692307692307693,0.4826,0.5444,2.636,0.2192,0
Pierre-Emerick Aubameyang,Chelsea,Premier League,33,Forward,11,4,433,1,0.0,2.08,1.04,12.7,0.63,70.9,0.21,0.42,0.21,1.04,0.63,0.21,0.83,0.21,0.0,138,7.444,0.6058,0.09090909090909091,0.5136,0.4374,0.273,0.5965,0
Pierre-Emerick Aubameyang,Barcelona,La Liga,33,Forward,1,0,9,0,0.0,10.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,7.5,0.0,0.0,0.425,0.1,0.0,-0.4819,0
Emil Audero,Sampdoria,Serie A,26,Goalkeeper,21,21,1890,0,0.0,0.0,0.0,23.9,0.0,65.7,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.05,0.0,140,7.326,0.0,0.0,0.3512,1.0,0.0,-1.3801,0
Tommaso Augello,Sampdoria,Serie A,28,Defender,20,18,1626,1,0.11,0.33,0.11,37.6,1.16,72.0,0.5,0.39,0.72,1.22,0.33,0.5,0.44,0.06,0.0,141,7.465,0.2705,0.05,0.437,0.9033,0.533,-0.3358,0
Ludwig Augustinsson,Aston Villa,Premier League,28,Defender,3,1,77,0,0.0,2.22,1.11,28.9,0.0,60.5,1.11,0.0,0.0,1.11,0.0,3.33,1.11,1.11,0.0,142,7.247,0.0,0.0,0.3384,0.2852,0.444,-1.5359,0
Ludwig Augustinsson,Mallorca,La Liga,28,Defender,1,1,71,0,0.0,0.0,0.0,26.3,1.25,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,7.35,0.0,0.0,0.3605,0.7889,0.0,-1.2669,0
Serge Aurier,Nott'ham Forest,Premier League,30,Defender,14,12,1082,1,0.0,0.5,0.17,33.6,0.75,68.1,3.25,1.5,1.5,1.42,0.58,1.33,0.67,0.17,0.0,144,7.432,0.4085,0.07142857142857142,0.4623,0.8587,2.2,-0.0279,0
Mathias Autret,Auxerre,Ligue 1,31,Midfielder,19,15,1191,2,0.15,1.52,0.83,31.5,1.89,75.6,1.44,0.91,0.83,1.67,0.68,0.23,0.45,0.0,0.0,145,7.589,0.4072,0.10526315789473684,0.4919,0.6965,1.098,0.3324,0
Ezequiel Avila,Osasuna,La Liga,29,Midfielder,18,16,1161,7,0.16,3.1,1.4,15.3,1.24,56.0,0.39,0.47,0.47,1.63,0.78,2.17,0.85,0.39,0.08,146,7.956,0.4785,0.3888888888888889,0.563,0.7167,0.438,1.1977,0
Cedric Avinel,Ajaccio,Ligue 1,36,Defender,14,12,1102,1,0.0,0.16,0.08,32.1,0.0,85.6,0.66,0.82,0.9,0.08,0.0,0.08,0.57,0.08,0.08,147,7.508,0.0,0.07142857142857142,0.4179,0.8746,0.78,-0.5683,0
Taiwo Awoniyi,Nott'ham Forest,Premier League,25,Forward,16,9,730,4,0.0,2.35,0.99,11.1,0.99,72.6,1.23,0.12,0.86,2.1,0.62,1.23,0.99,0.0,0.0,148,7.763,0.2952,0.25,0.5121,0.5069,0.786,0.5782,0
Mehmet-Can Aydin,Schalke 04,Bundesliga,21,Defender,10,1,295,0,0.0,1.52,0.0,24.5,0.3,60.0,3.94,1.52,1.82,3.33,0.91,0.61,1.21,0.0,0.0,149,7.3,0.2733,0.0,0.3937,0.3278,2.578,-0.8628,0
Andre Ayew,Nott'ham Forest,Premier League,33,Forward,2,0,29,0,0.0,0.0,0.0,6.67,0.0,100.0,3.33,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,150,7.5,0.0,0.0,0.425,0.1611,1.332,-0.4819,0
Jordan Ayew,Crystal Palace,Premier League,31,Midfielder,22,18,1497,1,0.06,0.78,0.36,21.4,0.96,76.2,2.83,0.48,1.2,4.28,1.57,2.77,1.87,0.06,0.0,151,7.482,0.3668,0.045454545454545456,0.4639,0.7561,1.636,-0.0084,0
Kaan Ayhan,Sassuolo,Serie A,28,Defender,10,5,545,0,0.0,0.16,0.16,47.2,0.0,86.7,1.64,0.82,0.82,0.0,0.0,1.31,0.66,0.16,0.0,152,7.426,0.0,0.0,0.3962,0.6056,1.148,-0.8324,0
Luke Ayling,Leeds United,Premier League,31,Defender,14,7,704,0,0.13,0.9,0.13,33.1,0.51,67.2,3.33,1.54,2.18,2.05,0.9,1.92,0.9,0.13,0.0,153,7.339,0.439,0.0,0.4424,0.5587,2.448,-0.2701,0
Ayman Azhil,Leverkusen,Bundesliga,21,Midfielder,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,7.0,0.0,0.0,0.21,0.0111,0.0,-3.0986,1
Sardar Azmoun,Leverkusen,Bundesliga,28,Midfielder,10,2,311,0,0.0,3.43,1.14,14.6,2.0,58.6,1.14,0.29,0.57,0.57,0.29,0.0,2.29,0.29,0.0,155,7.278,0.5088,0.0,0.4373,0.3456,0.714,-0.3322,0
Cesar Azpilicueta,Chelsea,Premier League,33,Defender,18,10,1023,0,0.0,0.44,0.09,54.6,0.79,80.6,2.28,1.23,1.67,0.79,0.44,0.35,1.49,0.26,0.0,156,7.39,0.557,0.0,0.4943,0.6315,1.782,0.3616,0
Sanoussy Ba,RB Leipzig,Bundesliga,19,Defender,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,7.0,0.0,0.0,0.21,0.0111,0.0,-3.0986,1
Iddrisu Baba,Mallorca,La Liga,27,Midfielder,17,12,995,0,0.0,0.63,0.0,25.5,0.27,83.0,1.98,0.63,0.81,0.9,0.45,1.53,2.34,0.36,0.0,158,7.397,0.5,0.0,0.4879,0.6503,1.224,0.2837,0
Sr?an Babi?,Almería,La Liga,26,Defender,18,17,1575,1,0.0,0.29,0.17,38.6,0.23,84.8,1.03,0.74,0.63,0.34,0.17,0.11,0.8,0.17,0.0,159,7.516,0.5,0.05555555555555555,0.5117,0.9722,0.823,0.5734,0
Loic Bade,Sevilla,La Liga,22,Defender,6,5,448,0,0.0,0.2,0.0,68.8,0.2,89.6,1.4,1.2,1.0,0.4,0.2,0.2,0.6,0.0,0.0,160,7.448,0.5,0.0,0.5026,0.8296,1.22,0.4626,0
Loic Bade,Rennes,Ligue 1,22,Defender,1,1,90,0,1.0,2.0,0.0,52.0,1.0,88.1,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,161,7.461,0.0,0.0,0.4,1.0,0.7,-0.7861,0
Edgar Badia,Elche,La Liga,31,Goalkeeper,20,20,1800,0,0.0,0.0,0.0,20.3,0.0,71.7,0.05,0.0,0.0,0.0,0.0,0.1,0.05,0.1,0.0,162,7.354,0.0,0.0,0.364,1.0,0.02,-1.2243,0
Benoit Badiashile,Chelsea,Premier League,21,Defender,4,4,360,0,0.0,1.0,0.25,81.5,0.5,91.6,1.5,1.0,0.25,0.25,0.0,0.5,0.5,0.25,0.0,163,7.446,0.0,0.0,0.4066,1.0,0.975,-0.7058,0
Benoit Badiashile,Monaco,Ligue 1,21,Defender,11,9,839,2,0.0,0.54,0.32,43.3,0.11,86.1,1.08,1.83,0.97,0.11,0.0,0.43,1.08,0.32,0.0,164,7.615,0.0,0.18181818181818182,0.4552,0.8475,1.272,-0.1143,0
Alex Baena,Villarreal,La Liga,21,Midfielder,18,10,1039,4,0.09,2.96,1.13,26.3,1.65,77.5,1.48,0.35,0.78,2.7,1.22,2.78,3.13,0.87,0.09,165,7.732,0.4519,0.2222222222222222,0.544,0.6414,0.931,0.9665,0
Jaime Baez,Cremonese,Serie A,27,Defender,2,1,96,0,0.0,1.82,0.0,29.1,1.82,66.7,3.64,0.0,0.0,1.82,0.91,0.91,0.91,0.0,0.0,166,7.334,0.5,0.0,0.4534,0.5333,1.456,-0.1362,0
Leon Bailey,Aston Villa,Premier League,25,Midfielder,20,17,1317,4,0.14,2.4,0.82,16.0,1.23,62.2,0.75,0.21,0.62,5.0,1.85,0.89,1.37,0.27,0.0,167,7.707,0.37,0.2,0.4896,0.7317,0.549,0.3044,0
Eric Bailly,Marseille,Ligue 1,28,Defender,7,3,351,0,0.0,0.51,0.0,36.2,0.0,83.9,1.79,2.31,2.05,0.77,0.51,0.77,2.05,0.26,0.0,168,7.406,0.6623,0.0,0.5224,0.5571,2.024,0.7036,0
Denys Bain,Auxerre,Ligue 1,29,Defender,2,1,126,0,0.0,0.0,0.0,37.1,0.0,92.9,2.86,1.43,1.43,0.71,0.71,0.71,1.43,0.0,0.0,169,7.464,1.0,0.0,0.6097,0.7,2.002,1.7661,0
Brandon Baiye,Clermont Foot,Ligue 1,22,Midfielder,7,0,51,0,0.0,0.0,0.0,45.0,1.67,84.4,5.0,1.67,1.67,1.67,1.67,0.0,0.0,0.0,0.0,170,7.422,1.0,0.0,0.5915,0.081,3.002,1.5446,0
Stefan Bajcetic,Liverpool,Premier League,18,Midfielder,5,2,194,1,0.0,0.91,0.45,37.7,0.91,79.8,1.36,1.82,1.36,3.64,1.36,2.27,1.82,0.45,0.0,171,7.476,0.3736,0.2,0.5186,0.4311,1.498,0.6573,0
Nedim Bajrami,Empoli,Serie A,23,Midfielder,19,8,941,1,0.1,2.0,0.67,24.8,1.43,74.7,0.76,0.67,0.48,2.86,0.95,0.57,0.57,0.1,0.0,172,7.475,0.3322,0.05263157894736842,0.4559,0.5503,0.649,-0.1058,0
Nedim Bajrami,Sassuolo,Serie A,23,Midfielder,1,0,24,0,0.0,6.67,3.33,16.7,0.0,71.4,0.0,0.0,0.0,3.33,3.33,0.0,0.0,0.0,0.0,173,7.357,1.0,0.0,0.5635,0.2667,0.0,1.2038,0
Cedric Bakambu,Marseille,Ligue 1,31,Midfielder,3,0,59,0,1.43,0.0,0.0,27.1,2.86,82.6,2.86,0.0,0.0,2.86,0.0,1.43,2.86,0.0,0.0,174,7.513,0.0,0.0,0.3906,0.2185,1.144,-0.9005,0
Mitchel Bakker,Leverkusen,Bundesliga,22,Defender,17,11,968,2,0.09,0.93,0.37,43.5,0.93,79.1,1.02,0.65,0.83,1.76,0.28,0.74,1.02,0.37,0.09,175,7.565,0.1591,0.11764705882352941,0.4523,0.6327,0.852,-0.1496,0
Ridle Baku,Wolfsburg,Bundesliga,24,Defender,20,19,1730,5,0.05,1.09,0.47,43.3,0.99,78.6,1.67,0.78,1.67,1.82,0.63,1.3,1.04,0.21,0.0,176,7.886,0.3462,0.25,0.538,0.9611,1.403,0.8934,0
Tommaso Baldanzi,Empoli,Serie A,19,Midfielder,13,11,769,4,0.0,1.41,0.82,30.5,1.65,83.0,1.76,0.12,0.82,1.65,0.35,1.53,0.82,0.0,0.0,177,7.815,0.2121,0.3076923076923077,0.5352,0.6573,0.986,0.8594,0
Alejandro Balde,Barcelona,La Liga,19,Defender,18,15,1210,0,0.3,0.45,0.15,59.3,0.9,90.6,1.72,0.52,1.19,2.91,1.49,0.9,1.04,0.15,0.0,178,7.466,0.512,0.0,0.5076,0.7469,1.201,0.5235,0
Thierno Balde,Troyes,Ligue 1,20,Defender,18,16,1319,0,0.0,0.27,0.0,33.9,0.82,83.3,1.63,1.02,0.61,2.93,1.16,1.5,0.2,0.07,0.0,179,7.413,0.3959,0.0,0.4682,0.8142,1.141,0.0439,0
Carlos Baleba,Lille,Ligue 1,19,Midfielder,9,3,269,0,0.0,2.0,0.33,53.3,0.67,83.8,3.33,0.33,3.33,5.67,3.0,2.0,3.0,0.67,0.33,180,7.32,0.5291,0.0,0.493,0.3321,2.43,0.3458,0
Mikel Balenziaga,Athletic Club,La Liga,34,Defender,1,0,45,0,0.0,0.0,0.0,56.0,0.0,75.7,4.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,181,7.378,0.0,0.0,0.3727,0.5,2.2,-1.1184,0
Leonardo Balerdi,Marseille,Ligue 1,24,Defender,23,20,1765,0,0.05,0.15,0.0,47.4,0.15,85.4,1.63,1.99,1.53,0.46,0.31,0.61,1.38,0.2,0.0,182,7.421,0.6739,0.0,0.5282,0.8527,1.708,0.7742,0
Ivan Balliu,Rayo Vallecano,La Liga,31,Defender,20,20,1793,0,0.0,0.25,0.05,43.3,1.01,77.2,1.01,0.75,0.5,0.8,0.2,1.01,1.06,0.15,0.0,183,7.378,0.25,0.0,0.4257,0.9961,0.779,-0.4733,0
Fode Ballo-Toure,Milan,Serie A,26,Defender,3,2,196,1,0.0,0.45,0.45,46.8,0.45,87.3,2.27,0.45,1.36,2.73,0.45,1.36,0.91,0.0,0.0,184,7.536,0.1648,0.3333333333333333,0.5336,0.7259,1.451,0.8399,0
Folarin Balogun,Reims,Ligue 1,21,Forward,21,18,1591,14,0.06,3.33,1.58,10.5,0.85,65.3,0.28,0.06,0.9,2.94,1.02,1.92,0.9,0.17,0.0,185,8.722,0.3469,0.6666666666666666,0.6616,0.8418,0.4,2.3978,1
Abdoulaye Bamba,Angers,Ligue 1,32,Defender,9,4,555,0,0.0,0.0,0.0,35.2,0.48,80.7,2.42,1.29,0.65,0.81,0.32,1.29,0.81,0.32,0.0,186,7.388,0.3951,0.0,0.4621,0.6852,1.55,-0.0303,0
Jonathan Bamba,Lille,Ligue 1,26,Forward,18,16,1454,4,0.19,2.47,0.93,36.0,1.73,78.4,0.99,0.8,1.05,3.4,1.05,1.91,1.42,0.19,0.0,187,7.796,0.3088,0.2222222222222222,0.5191,0.8975,0.951,0.6634,0
Patrick Bamford,Leeds United,Premier League,29,Forward,14,6,593,1,0.3,3.03,1.36,13.5,0.91,70.6,0.61,0.0,0.45,1.21,0.3,0.91,1.21,0.0,0.0,188,7.474,0.2479,0.07142857142857142,0.4364,0.4706,0.379,-0.3431,0
Lameck Banda,Lecce,Serie A,22,Midfielder,22,11,1051,1,0.09,1.79,0.6,14.0,0.68,62.6,1.62,0.26,1.54,5.9,2.05,2.22,1.62,0.26,0.0,189,7.406,0.3475,0.045454545454545456,0.4305,0.5308,1.188,-0.4149,0
Filippo Bandinelli,Empoli,Serie A,27,Midfielder,22,18,1506,2,0.0,1.08,0.3,30.8,1.56,73.5,2.1,0.54,0.72,1.56,0.36,1.98,1.98,0.24,0.0,190,7.556,0.2308,0.09090909090909091,0.4471,0.7606,1.218,-0.2129,0
Leo Baptistao,Almería,La Liga,30,Midfielder,16,13,949,3,0.1,2.95,0.86,20.9,1.14,69.1,2.1,1.43,0.67,1.71,0.57,1.14,2.0,0.48,0.0,191,7.628,0.3333,0.1875,0.4899,0.659,1.47,0.308,0
Shandon Baptiste,Brentford,Premier League,24,Midfielder,12,4,431,0,0.0,0.42,0.21,32.1,1.25,82.8,1.46,1.04,0.83,2.08,0.83,2.29,1.25,0.21,0.0,192,7.403,0.399,0.0,0.4675,0.3991,1.145,0.0354,0
Antonin Barak,Hellas Verona,Serie A,28,Midfielder,1,0,25,0,0.0,0.0,0.0,36.7,0.0,78.6,0.0,0.0,0.0,6.67,3.33,0.0,0.0,0.0,0.0,193,7.393,0.4993,0.0,0.4788,0.2778,0.0,0.1729,0
Antonin Barak,Fiorentina,Serie A,28,Midfielder,17,11,999,1,0.0,1.44,0.27,29.3,1.08,80.6,1.08,0.27,0.72,2.07,0.81,0.81,0.63,0.18,0.0,194,7.494,0.3913,0.058823529411764705,0.4819,0.6529,0.729,0.2107,0
Andrea Barberis,Monza,Serie A,29,Midfielder,7,3,316,0,0.29,0.57,0.0,38.0,0.86,84.2,1.71,2.29,0.0,0.0,0.0,0.57,0.0,0.0,0.0,195,7.441,0.0,0.0,0.3916,0.5016,1.371,-0.8884,0
Bradley Barcola,Lyon,Ligue 1,20,Midfielder,12,3,336,1,0.27,2.7,0.81,19.2,1.08,71.7,1.89,1.08,1.08,7.3,3.51,0.27,1.62,0.0,0.0,196,7.477,0.4808,0.08333333333333333,0.4889,0.3111,1.404,0.2959,0
Melvin Bard,Nice,Ligue 1,22,Defender,20,16,1498,0,0.0,0.18,0.0,42.0,0.24,79.0,3.67,1.87,1.45,1.69,0.6,0.72,0.96,0.24,0.0,197,7.383,0.355,0.0,0.4505,0.8322,2.464,-0.1715,0
Keidi Bare,Espanyol,La Liga,25,Midfielder,11,3,330,0,0.0,1.08,0.54,37.8,0.54,83.3,1.89,2.97,1.35,1.62,0.54,1.89,2.43,0.0,0.0,198,7.416,0.3333,0.0,0.4557,0.3333,2.052,-0.1082,0
Nicolo Barella,Inter,Serie A,26,Midfielder,20,19,1609,5,0.28,0.95,0.45,42.2,1.51,80.7,1.34,0.39,1.01,2.01,1.01,1.79,1.17,0.22,0.0,199,7.912,0.5025,0.25,0.5743,0.8939,0.956,1.3353,0
Kike Barja,Osasuna,La Liga,25,Midfielder,10,4,387,1,0.23,0.93,0.7,27.2,1.63,66.9,0.7,0.47,0.23,6.05,1.4,1.86,1.63,0.0,0.0,200,7.451,0.2314,0.1,0.4336,0.43,0.49,-0.3772,0
Ross Barkley,Nice,Ligue 1,29,Midfielder,15,6,615,3,0.15,3.24,1.18,33.4,1.91,78.0,1.18,0.59,0.74,1.62,0.88,1.03,1.03,0.15,0.0,201,7.693,0.5432,0.2,0.5554,0.4556,0.871,1.1052,0
Aymen Barkok,Mainz 05,Bundesliga,24,Midfielder,11,2,307,0,0.29,2.35,0.29,25.6,1.18,69.0,3.53,0.88,0.59,4.41,2.06,0.29,3.53,0.0,0.0,202,7.365,0.4671,0.0,0.4524,0.3101,1.853,-0.1484,0
Harvey Barnes,Leicester City,Premier League,25,Midfielder,20,20,1696,8,0.05,2.5,1.22,18.4,0.59,71.0,0.85,0.27,0.96,2.93,0.64,1.22,1.38,0.05,0.0,203,8.156,0.2184,0.4,0.5504,0.9422,0.709,1.0444,0
Leandro Barreiro Martins,Mainz 05,Bundesliga,23,Midfielder,18,12,1083,0,0.17,1.33,0.58,16.8,0.83,67.3,2.33,1.75,1.42,0.5,0.25,1.25,1.83,0.25,0.0,204,7.336,0.5,0.0,0.4547,0.6685,1.883,-0.1204,0
Ander Barrenetxea,Real Sociedad,La Liga,21,Defender,7,2,191,1,0.0,0.95,0.95,24.3,0.0,76.1,2.86,0.95,1.43,4.76,1.43,0.48,2.38,0.95,0.0,205,7.433,0.3004,0.14285714285714285,0.4781,0.3032,1.858,0.1644,0
Mickael Barreto,Ajaccio,Ligue 1,32,Midfielder,7,3,343,0,0.26,1.05,0.0,31.3,2.37,71.3,3.16,0.79,1.58,4.21,2.63,0.53,0.79,0.0,0.0,206,7.375,0.6247,0.0,0.4888,0.5444,1.975,0.2946,0
