player_name,team,league,age,position,appearances,starts,minutes,goals,assists,shots_total,shots_on,passes_total,passes_key,pass_accuracy,tackles,interceptions,blocks,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow_cards,red_cards,player_id,rating,duels_won_pct,xg_proxy,performance_score,fatigue_index,defensive_impact,anomaly_z,is_anomaly,z_rating,z_performance_score,z_goals,z_pass_accuracy,z_defensive_impact,anomaly_score,anomaly_type
Souleymane Cissé,Clermont Foot,Ligue 1,20,Defender,2,0,36,0,0.0,2.5,0.0,20.0,0.0,72.7,2.5,2.5,2.5,2.5,0.0,2.5,5.0,0.0,0.0,509,7.364,0.0,0.0,0.3663,0.2,2.5,-1.1963,0,-0.469,-1.1963,-0.5103,-0.2127,1.3005,0.7378,Normal
Patrick Ciurria,Monza,Serie A,28,Defender,19,14,1245,3,0.29,1.67,0.58,35.6,1.52,80.4,1.45,0.14,0.94,1.38,0.14,1.38,0.94,0.14,0.0,510,7.715,0.1014,0.1578947368421052,0.4599,0.7281,0.904,-0.0571,0,1.09,-0.0571,0.9795,0.3745,-0.3609,0.5724,Normal
Bobby Clark,Liverpool,Premier League,18,Midfielder,1,0,8,0,0.0,0.0,0.0,10.0,0.0,100.0,0.0,0.0,20.0,10.0,0.0,0.0,10.0,0.0,0.0,511,7.5,0.0,0.0,0.425,0.0889,6.0,-0.4819,0,0.135,-0.4819,-0.5103,1.8691,4.944,1.5881,Attention
Alexis Claude-Maurice,Nice,Ligue 1,24,Forward,2,1,64,0,0.0,2.86,0.0,28.6,1.43,80.0,4.29,2.86,0.0,0.0,0.0,2.86,0.0,0.0,0.0,512,7.4,0.0,0.0,0.382,0.3556,2.574,-1.0052,0,-0.3091,-1.0052,-0.5103,0.3439,1.3775,0.7092,Normal
Alexis Claude-Maurice,Lens,Ligue 1,24,Midfielder,13,4,448,2,0.4,1.8,0.8,30.0,1.2,83.3,1.8,0.2,0.8,4.0,1.2,2.4,1.0,0.0,0.0,513,7.644,0.3,0.1538461538461538,0.5021,0.3829,1.02,0.4565,0,0.7746,0.4565,0.4829,0.5956,-0.2401,0.5099,Normal
Jonathan Clauss,Marseille,Ligue 1,30,Defender,19,18,1432,1,0.5,1.76,0.44,37.4,1.95,74.8,1.57,0.82,0.94,2.33,0.82,0.38,1.07,0.06,0.0,514,7.506,0.3519,0.0526315789473684,0.4609,0.8374,1.156,-0.0449,0,0.1617,-0.0449,-0.0137,-0.0526,-0.0986,0.0743,Normal
Carlos Clerc,Elche,La Liga,30,Defender,15,14,1172,0,0.08,0.38,0.23,35.1,0.23,73.0,2.38,0.85,0.92,1.77,0.62,0.85,0.92,0.08,0.0,515,7.367,0.3503,0.0,0.4371,0.8681,1.483,-0.3346,0,-0.4557,-0.3346,-0.5103,-0.1899,0.2418,0.3465,Normal
Nathaniel Clyne,Crystal Palace,Premier League,31,Defender,16,14,1206,0,0.0,0.0,0.0,37.9,0.37,77.9,1.57,1.12,1.34,0.75,0.3,0.45,0.45,0.15,0.0,516,7.382,0.4,0.0,0.4573,0.8375,1.366,-0.0887,0,-0.3891,-0.0887,-0.5103,0.1838,0.12,0.2584,Normal
Conor Coady,Everton,Premier League,29,Defender,19,19,1700,1,0.05,0.16,0.11,44.7,0.21,84.4,0.58,0.63,0.95,0.16,0.0,0.58,0.42,0.05,0.0,517,7.523,0.0,0.0526315789473684,0.4103,0.9942,0.706,-0.6608,0,0.2372,-0.6608,-0.0137,0.6795,-0.567,0.4316,Normal
Marcus Coco,Nantes,Ligue 1,26,Defender,14,3,292,1,0.0,1.56,0.31,29.4,1.25,71.8,2.81,2.19,1.88,0.94,0.31,2.5,1.88,0.0,0.0,518,7.459,0.3298,0.0714285714285714,0.4548,0.2317,2.345,-0.1192,0,-0.0471,-0.1192,-0.0137,-0.2814,1.1392,0.3201,Normal
Alexandre Coeff,Auxerre,Ligue 1,30,Defender,7,6,586,0,0.15,0.15,0.0,44.2,0.15,81.3,1.54,1.23,1.38,0.31,0.0,0.15,0.46,0.0,0.0,519,7.417,0.0,0.0,0.3851,0.9302,1.399,-0.9675,0,-0.2336,-0.9675,-0.5103,0.4431,0.1544,0.4618,Normal
Jack Colback,Nott'ham Forest,Premier League,33,Midfielder,8,1,281,0,0.0,0.0,0.0,19.0,0.65,81.9,3.87,0.65,0.32,0.0,0.0,1.94,1.29,0.0,0.0,520,7.41,0.0,0.0,0.3861,0.3903,1.839,-0.9553,0,-0.2647,-0.9553,-0.5103,0.4888,0.6124,0.5663,Normal
Séamus Coleman,Everton,Premier League,34,Defender,13,10,857,0,0.0,0.32,0.0,34.5,0.21,81.2,1.58,1.26,1.16,1.68,0.63,0.95,0.42,0.0,0.0,521,7.406,0.375,0.0,0.4596,0.7325,1.358,-0.0607,0,-0.2825,-0.0607,-0.5103,0.4355,0.1117,0.2801,Normal
David ?olina,Augsburg,Bundesliga,22,Defender,3,0,66,1,0.0,1.43,1.43,25.7,1.43,58.1,2.86,4.29,5.71,14.3,4.29,2.86,0.0,0.0,0.0,522,7.39,0.3,0.3333333333333333,0.4979,0.2444,4.144,0.4054,0,-0.3535,0.4054,-0.0137,-1.3261,3.0119,1.0221,Attention
Álex Collado,Elche,La Liga,23,Midfielder,9,8,536,1,0.17,1.83,0.83,29.3,2.0,80.7,3.67,0.33,1.67,2.67,1.0,1.0,1.33,0.17,0.0,523,7.507,0.3745,0.1111111111111111,0.4948,0.6617,2.068,0.3677,0,0.1661,0.3677,-0.0137,0.3973,0.8508,0.3591,Normal
Diego Collado,Villarreal,La Liga,22,Forward,2,0,6,0,0.0,0.0,0.0,50.0,0.0,71.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524,7.357,0.0,0.0,0.3635,0.0333,0.0,-1.2304,0,-0.5001,-1.2304,-0.5103,-0.3119,-1.3019,0.7709,Normal
Omar Colley,Sampdoria,Serie A,30,Defender,16,15,1384,1,0.0,0.39,0.26,39.9,0.0,86.1,1.17,1.43,0.58,0.13,0.13,1.17,0.97,0.32,0.0,525,7.514,1.0,0.0625,0.6164,0.9611,1.071,1.8476,0,0.1972,1.8476,-0.0137,0.8091,-0.1871,0.6109,Normal
Nathan Collins,Wolves,Premier League,21,Defender,17,17,1472,0,0.0,0.06,0.0,49.5,0.12,88.8,1.28,1.22,1.4,0.43,0.37,0.43,0.79,0.12,0.06,526,7.426,0.8605,0.0,0.5725,0.9621,1.298,1.3133,0,-0.1936,1.3133,-0.5103,1.015,0.0492,0.6163,Normal
Lorenzo Colombo,Lecce,Serie A,20,Forward,20,12,987,4,0.18,2.55,0.82,13.6,1.09,64.9,1.09,0.18,1.27,2.45,0.91,0.73,2.55,0.36,0.0,527,7.719,0.3714,0.2,0.4956,0.5483,0.871,0.3774,0,1.1078,0.3774,1.4761,-0.8076,-0.3953,0.8328,Normal
Andrea Colpani,Monza,Serie A,23,Midfielder,15,4,481,2,0.0,2.26,0.57,32.5,1.51,79.3,1.13,0.57,1.89,3.4,1.32,2.45,2.26,0.19,0.0,528,7.587,0.3882,0.1333333333333333,0.5038,0.3563,1.19,0.4772,0,0.5215,0.4772,0.4829,0.2906,-0.0632,0.3671,Normal
Levi Colwill,Brighton,Premier League,19,Defender,7,5,463,0,0.0,0.2,0.0,74.3,0.39,89.4,0.2,1.18,0.39,0.0,0.0,0.59,0.2,0.0,0.0,529,7.447,0.0,0.0,0.4022,0.7349,0.551,-0.7594,0,-0.1004,-0.7594,-0.5103,1.0608,-0.7284,0.6319,Normal
Kingsley Coman,Bayern Munich,Bundesliga,26,Midfielder,14,7,749,4,0.36,3.13,0.84,39.4,2.77,79.6,0.96,0.0,1.2,5.78,2.17,1.57,0.72,0.24,0.12,530,7.787,0.3754,0.2857142857142857,0.5536,0.5944,0.744,1.0833,0,1.4098,1.0833,1.4761,0.3134,-0.5275,0.962,Normal
Eray Cömert,Valencia,La Liga,25,Defender,17,15,1337,1,0.0,0.54,0.34,49.0,0.2,86.8,1.68,1.28,1.14,0.07,0.07,0.67,1.34,0.27,0.07,531,7.506,1.0,0.0588235294117647,0.6164,0.8739,1.398,1.8476,0,0.1617,1.8476,-0.0137,0.8625,0.1533,0.6078,Normal
Santi Comesaña,Rayo Vallecano,La Liga,26,Midfielder,18,12,1116,1,0.0,0.97,0.16,37.6,1.21,84.4,3.06,1.37,1.29,1.85,0.97,1.05,1.94,0.16,0.0,532,7.514,0.5243,0.0555555555555555,0.5157,0.6889,2.022,0.622,0,0.1972,0.622,-0.0137,0.6795,0.8029,0.4631,Normal
Andrea Consigli,Sassuolo,Serie A,36,Goalkeeper,19,19,1710,0,0.0,0.0,0.0,35.6,0.0,78.7,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,533,7.394,0.0,0.0,0.3792,1.0,0.02,-1.0393,0,-0.3358,-1.0393,-0.5103,0.2448,-1.2811,0.6823,Normal
Abdu Conté,Troyes,Ligue 1,24,Defender,12,9,826,1,0.11,0.22,0.11,44.7,0.98,81.9,2.07,0.22,1.09,1.2,0.11,0.54,0.98,0.0,0.0,534,7.517,0.0917,0.0833333333333333,0.4326,0.7648,1.221,-0.3894,0,0.2106,-0.3894,-0.0137,0.4888,-0.0309,0.2267,Normal
Andrea Conti,Sampdoria,Serie A,28,Defender,1,0,23,0,0.0,0.0,0.0,20.0,0.0,54.5,0.0,0.0,0.0,0.0,0.0,3.33,0.0,0.0,0.0,535,7.272,0.0,0.0,0.3272,0.2556,0.0,-1.6722,0,-0.8776,-1.6722,-0.5103,-1.6007,-1.3019,1.1925,Attention
Lewis Cook,Bournemouth,Premier League,26,Midfielder,19,17,1486,0,0.12,0.3,0.0,30.8,1.27,78.8,2.18,1.03,1.45,0.97,0.36,0.48,0.73,0.12,0.0,536,7.396,0.3711,0.0,0.4537,0.869,1.616,-0.1326,0,-0.3269,-0.1326,-0.5103,0.2524,0.3803,0.3205,Normal
Steve Cook,Nott'ham Forest,Premier League,31,Defender,12,11,957,0,0.0,0.28,0.0,34.8,0.28,80.4,0.75,1.13,1.51,0.09,0.09,0.19,0.47,0.38,0.0,537,7.383,1.0,0.0,0.5823,0.8861,1.092,1.4326,0,-0.3846,1.4326,-0.5103,0.3745,-0.1652,0.5734,Normal
Liam Cooper,Leeds United,Premier League,31,Defender,13,12,1106,1,0.0,0.73,0.16,39.0,0.33,78.8,2.2,2.03,0.65,0.24,0.08,0.65,0.73,0.16,0.0,538,7.486,0.3333,0.0769230769230769,0.4719,0.9453,1.684,0.089,0,0.0729,0.089,-0.0137,0.2524,0.4511,0.1758,Normal
Copete,Mallorca,La Liga,23,Defender,17,16,1285,0,0.0,0.28,0.0,29.4,0.14,77.9,2.03,1.96,1.47,0.56,0.56,1.05,1.89,0.35,0.0,539,7.372,1.0,0.0,0.577,0.8399,1.841,1.3681,0,-0.4335,1.3681,-0.5103,0.1838,0.6145,0.622,Normal
Diego Coppola,Hellas Verona,Serie A,19,Defender,8,7,619,0,0.0,0.43,0.0,33.0,0.0,72.4,2.03,1.01,1.88,0.43,0.14,0.0,1.01,0.43,0.0,540,7.341,0.3256,0.0,0.4302,0.8597,1.679,-0.4186,0,-0.5712,-0.4186,-0.5103,-0.2356,0.4459,0.4363,Normal
Francis Coquelin,Villarreal,La Liga,31,Midfielder,15,8,713,1,0.0,0.76,0.13,32.0,0.76,85.5,2.28,1.01,0.89,0.76,0.25,0.76,1.27,0.25,0.0,541,7.515,0.3289,0.0666666666666666,0.4822,0.5281,1.482,0.2143,0,0.2017,0.2143,-0.0137,0.7634,0.2408,0.2868,Normal
Sébastien Corchia,Nantes,Ligue 1,32,Defender,18,3,525,0,0.17,0.34,0.17,30.3,0.86,66.2,2.07,1.03,0.86,1.03,0.17,2.41,1.72,0.34,0.0,542,7.326,0.165,0.0,0.3852,0.3241,1.395,-0.9663,0,-0.6378,-0.9663,-0.5103,-0.7084,0.1502,0.5946,Normal
Maxwel Cornet,West Ham,Premier League,26,Forward,5,1,91,0,0.0,4.0,1.0,20.0,0.0,66.7,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,543,7.334,0.0,0.0,0.3534,0.2022,1.6,-1.3533,0,-0.6023,-1.3533,-0.5103,-0.6703,0.3636,0.7,Normal
Jesús Corona,Sevilla,La Liga,30,Forward,1,1,62,0,0.0,0.0,0.0,22.9,1.43,80.0,1.43,0.0,0.0,1.43,0.0,4.29,1.43,0.0,0.0,544,7.4,0.0,0.0,0.382,0.6889,0.572,-1.0052,0,-0.3091,-1.0052,-0.5103,0.3439,-0.7065,0.575,Normal
Ángel Correa,Atlético Madrid,La Liga,27,Midfielder,19,8,821,5,0.0,3.19,1.21,27.3,1.65,78.5,0.55,0.99,0.99,3.63,1.43,1.21,0.99,0.22,0.0,545,7.882,0.3939,0.2631578947368421,0.5512,0.4801,0.814,1.0541,0,1.8317,1.0541,1.9727,0.2296,-0.4546,1.1085,Attention
Joaquín Correa,Inter,Serie A,28,Forward,17,4,436,3,0.21,1.88,1.04,18.8,1.04,73.8,1.46,0.0,0.42,2.92,0.21,2.08,1.25,0.21,0.0,546,7.673,0.0719,0.1764705882352941,0.4451,0.285,0.71,-0.2372,0,0.9034,-0.2372,0.9795,-0.1289,-0.5628,0.5624,Normal
Thierry Correia,Valencia,La Liga,23,Defender,16,16,1382,0,0.0,0.26,0.0,49.4,0.52,77.3,2.73,1.04,0.97,1.56,0.52,2.27,1.62,0.19,0.0,547,7.377,0.3333,0.0,0.4426,0.9597,1.695,-0.2676,0,-0.4113,-0.2676,-0.5103,0.138,0.4625,0.3579,Normal
Alessandro Cortinovis,Hellas Verona,Serie A,22,Midfielder,1,0,6,0,0.0,0.0,0.0,50.0,0.0,83.3,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,548,7.416,0.0,0.0,0.3891,0.0667,7.0,-0.9188,0,-0.2381,-0.9188,-0.5103,0.5956,5.9849,1.6495,Attention
Danny da Costa,Mainz 05,Bundesliga,29,Defender,11,6,609,0,0.15,0.74,0.0,28.4,0.44,62.9,1.03,1.18,2.06,1.91,0.74,0.0,0.44,0.0,0.0,549,7.325,0.3874,0.0,0.423,0.6152,1.384,-0.5062,0,-0.6422,-0.5062,-0.5103,-0.9601,0.1388,0.5515,Normal
David Pereira da Costa,Lens,Ligue 1,22,Midfielder,20,16,1231,1,0.22,1.75,0.51,38.2,1.75,81.0,0.95,0.73,0.95,3.07,1.82,0.88,0.66,0.07,0.0,550,7.517,0.5928,0.05,0.5211,0.6839,0.884,0.6878,0,0.2106,0.6878,-0.0137,0.4202,-0.3817,0.3428,Normal
Diego Costa,Wolves,Premier League,34,Forward,10,8,644,0,0.0,2.92,0.97,9.31,0.69,72.8,0.28,0.28,0.69,0.42,0.28,0.56,2.36,0.28,0.14,551,7.322,0.6667,0.0,0.4986,0.7156,0.403,0.4139,0,-0.6556,0.4139,-0.5103,-0.2051,-0.8824,0.5335,Normal
Jaume Costa,Mallorca,La Liga,34,Defender,17,17,1478,0,0.06,0.49,0.3,32.0,1.1,74.5,1.71,0.37,0.61,1.1,0.3,1.34,1.16,0.3,0.0,552,7.362,0.2727,0.0,0.4244,0.966,0.978,-0.4892,0,-0.4779,-0.4892,-0.5103,-0.0755,-0.2839,0.3674,Normal
Logan Costa,Toulouse,Ligue 1,21,Defender,1,0,45,0,0.0,0.0,0.0,36.0,0.0,90.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,553,7.45,1.0,0.0,0.6035,0.5,0.6,1.6906,0,-0.087,1.6906,-0.5103,1.1065,-0.6774,0.8144,Normal
Nuno da Costa,Auxerre,Ligue 1,32,Midfielder,19,12,1151,3,0.08,2.11,0.78,12.0,1.02,67.5,2.27,0.94,1.09,5.0,2.03,3.28,1.56,0.31,0.08,554,7.612,0.406,0.1578947368421052,0.4919,0.6731,1.517,0.3324,0,0.6325,0.3324,0.9795,-0.6093,0.2772,0.5662,Normal
Samu Costa,Almería,La Liga,22,Midfielder,17,12,1147,1,0.0,0.71,0.39,40.6,0.55,78.3,3.31,1.73,1.26,0.71,0.16,1.65,2.44,0.24,0.0,555,7.48,0.2254,0.0588235294117647,0.4437,0.7497,2.221,-0.2543,0,0.0462,-0.2543,-0.0137,0.2143,1.0101,0.3077,Normal
Benoît Costil,Auxerre,Ligue 1,35,Goalkeeper,19,19,1710,0,0.0,0.0,0.0,21.8,0.0,69.8,0.11,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,556,7.349,1.0,0.0,0.5601,1.0,0.044,1.1624,0,-0.5356,1.1624,-0.5103,-0.4339,-1.2561,0.7797,Normal
Vladimír Coufal,West Ham,Premier League,30,Defender,16,14,1291,0,0.0,0.35,0.0,31.7,0.98,63.3,2.31,1.68,1.26,0.56,0.0,0.77,1.12,0.28,0.0,557,7.302,0.0,0.0,0.3457,0.8965,1.806,-1.447,0,-0.7444,-1.447,-0.5103,-0.9296,0.5781,0.8419,Normal
Lassana Coulibaly,Salernitana,Serie A,26,Midfielder,19,19,1572,1,0.11,0.46,0.17,29.0,0.63,83.5,3.03,0.51,1.09,2.69,1.2,1.26,1.66,0.34,0.0,558,7.508,0.4461,0.0526315789473684,0.4972,0.9193,1.692,0.3969,0,0.1706,0.3969,-0.0137,0.6109,0.4594,0.3303,Normal
Tanguy Coulibaly,Stuttgart,Bundesliga,21,Defender,2,0,35,0,0.0,0.0,0.0,45.0,0.0,69.2,7.5,2.5,7.5,10.0,5.0,2.5,0.0,0.0,0.0,559,7.346,0.5,0.0,0.4588,0.1944,6.0,-0.0705,0,-0.549,-0.0705,-0.5103,-0.4797,4.944,1.3107,Attention
Thibaut Courtois,Real Madrid,La Liga,30,Goalkeeper,15,15,1350,0,0.0,0.0,0.0,29.6,0.07,83.6,0.07,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,560,7.418,0.0,0.0,0.3897,1.0,0.028,-0.9115,0,-0.2292,-0.9115,-0.5103,0.6185,-1.2728,0.7085,Normal
Mathieu Coutadeur,Ajaccio,Ligue 1,36,Midfielder,14,11,982,0,0.0,0.18,0.0,50.2,0.73,85.3,1.01,1.01,0.83,0.64,0.37,0.55,0.28,0.0,0.0,561,7.426,0.5781,0.0,0.509,0.7794,0.956,0.5405,0,-0.1936,0.5405,-0.5103,0.7481,-0.3068,0.4599,Normal
Philippe Coutinho,Aston Villa,Premier League,30,Midfielder,18,6,712,0,0.0,2.41,0.76,34.2,0.89,74.8,1.65,0.38,0.89,3.8,1.52,1.52,1.77,0.38,0.0,562,7.355,0.4,0.0,0.4502,0.4395,1.041,-0.1752,0,-0.509,-0.1752,-0.5103,-0.0526,-0.2183,0.2931,Normal
Yan Couto,Girona,La Liga,20,Defender,14,7,684,0,0.13,0.66,0.0,38.9,1.18,75.5,2.5,0.53,0.66,5.0,2.63,1.18,0.92,0.13,0.0,563,7.38,0.526,0.0,0.4776,0.5429,1.357,0.1583,0,-0.3979,0.1583,-0.5103,0.0008,0.1107,0.2356,Normal
Conor Coventry,West Ham,Premier League,22,Midfielder,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,564,7.0,0.0,0.0,0.21,0.0111,0.0,-3.0986,1,-2.0858,-3.0986,-0.5103,-5.7568,-1.3019,2.5507,Sous-performance
Nicolas Cozza,Montpellier,Ligue 1,24,Defender,17,14,1277,2,0.07,0.49,0.28,30.2,0.49,72.5,2.68,1.48,0.77,1.06,0.35,1.34,0.56,0.21,0.0,565,7.557,0.3302,0.1176470588235294,0.473,0.8346,1.747,0.1023,0,0.3882,0.1023,0.4829,-0.228,0.5167,0.3436,Normal
Aaron Cresswell,West Ham,Premier League,33,Defender,18,17,1533,0,0.0,0.41,0.06,50.8,1.76,79.6,0.82,1.18,1.0,0.35,0.12,0.29,0.47,0.12,0.0,566,7.392,0.3429,0.0,0.4495,0.9463,0.982,-0.1837,0,-0.3446,-0.1837,-0.5103,0.3134,-0.2797,0.3263,Normal
Bryan Cristante,Roma,Serie A,27,Midfielder,22,22,1839,1,0.0,0.88,0.15,43.2,0.44,81.5,3.58,0.39,1.32,0.34,0.25,0.69,1.47,0.2,0.0,567,7.498,0.7353,0.0454545454545454,0.5486,0.9288,1.945,1.0225,0,0.1262,1.0225,-0.0137,0.4583,0.7228,0.4687,Normal
Domen ?rnigoj,Salernitana,Serie A,27,Midfielder,2,0,49,0,0.0,0.0,0.0,32.0,0.0,66.7,12.0,4.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,568,7.334,1.0,0.0,0.5534,0.2722,6.0,1.0809,0,-0.6023,1.0809,-0.5103,-0.6703,4.944,1.5616,Attention
Juan Cruz Armada,Osasuna,La Liga,30,Defender,16,14,1263,0,0.0,0.07,0.0,34.3,0.79,75.0,1.21,0.64,0.57,0.79,0.36,0.43,0.79,0.29,0.0,569,7.36,0.4557,0.0,0.4619,0.8771,0.847,-0.0328,0,-0.4868,-0.0328,-0.5103,-0.0373,-0.4202,0.2975,Normal
Juan Cruz,Betis,La Liga,22,Forward,5,1,174,1,0.0,2.63,1.05,11.6,1.05,61.1,0.53,0.0,0.53,3.16,1.05,1.05,1.58,0.0,0.0,570,7.406,0.3323,0.2,0.4708,0.3867,0.371,0.0756,0,-0.2825,0.0756,-0.0137,-1.0974,-0.9157,0.477,Normal
Juan Cuadrado,Juventus,Serie A,34,Defender,16,13,1059,0,0.25,1.53,0.42,45.3,2.29,83.6,2.54,1.1,0.76,1.95,0.51,1.53,1.27,0.25,0.08,571,7.407,0.2615,0.0,0.4417,0.7354,1.574,-0.2786,0,-0.278,-0.2786,-0.5103,0.6185,0.3366,0.4044,Normal
Marc Cucurella,Chelsea,Premier League,24,Defender,20,17,1345,0,0.13,0.4,0.0,59.9,0.54,83.4,3.29,0.74,1.54,0.87,0.34,1.01,0.81,0.13,0.0,572,7.42,0.3908,0.0,0.4676,0.7472,2.0,0.0366,0,-0.2203,0.0366,-0.5103,0.6032,0.78,0.4301,Normal
Jorge Cuenca,Villarreal,La Liga,23,Defender,6,4,356,0,0.0,0.5,0.0,59.5,0.25,85.9,1.5,1.25,1.5,0.0,0.0,0.25,1.0,0.25,0.0,573,7.417,0.0,0.0,0.3943,0.6593,1.425,-0.8555,0,-0.2336,-0.8555,-0.5103,0.7939,0.1815,0.515,Normal
Braian Cufré,Mallorca,La Liga,26,Defender,5,2,220,0,0.0,1.25,0.0,31.7,0.42,82.6,2.08,0.83,0.83,1.25,0.83,1.25,2.08,0.0,0.0,574,7.413,0.664,0.0,0.5204,0.4889,1.33,0.6792,0,-0.2514,0.6792,-0.5103,0.5422,0.0826,0.4131,Normal
Mickaël Cuisance,Sampdoria,Serie A,23,Midfielder,1,1,45,0,0.0,0.0,0.0,18.0,0.0,56.3,10.0,0.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,575,7.282,0.0,0.0,0.3311,0.5,5.2,-1.6247,0,-0.8332,-1.6247,-0.5103,-1.4634,4.1112,1.7086,Attention
Matheus Cunha,Wolves,Premier League,23,Forward,5,3,250,0,0.0,2.14,0.71,15.7,0.71,72.1,0.36,0.71,2.14,3.57,1.79,1.79,2.86,0.0,0.0,576,7.36,0.5014,0.0,0.4653,0.5556,0.999,0.0086,0,-0.4868,0.0086,-0.5103,-0.2585,-0.262,0.3052,Normal
Matheus Cunha,Atlético Madrid,La Liga,23,Midfielder,11,2,377,0,0.48,2.86,1.9,15.2,1.43,75.3,0.95,0.48,0.95,1.67,1.43,1.43,1.67,0.48,0.0,577,7.386,0.8563,0.0,0.5434,0.3808,0.809,0.9592,0,-0.3713,0.9592,-0.5103,-0.0145,-0.4598,0.463,Normal
Curro,Almería,La Liga,27,Midfielder,2,0,43,0,0.0,2.0,2.0,42.0,4.0,75.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,578,7.275,0.0,0.0,0.3682,0.2389,1.6,-1.1732,0,-0.8643,-1.1732,-0.5103,-0.0373,0.3636,0.5897,Normal
Marco D'Alessandro,Monza,Serie A,31,Defender,8,3,290,0,0.0,1.25,0.31,24.7,0.94,68.7,1.25,0.31,0.63,1.56,0.31,2.81,1.88,0.63,0.0,579,7.312,0.1987,0.0,0.3965,0.4028,0.782,-0.8287,0,-0.7,-0.8287,-0.5103,-0.5178,-0.4879,0.6089,Normal
Danilo D'Ambrosio,Inter,Serie A,34,Defender,4,1,107,0,0.0,0.0,0.0,44.2,0.0,86.9,3.33,1.67,3.33,0.0,0.0,0.0,2.5,0.83,0.0,580,7.393,0.0,0.0,0.3956,0.2972,2.832,-0.8397,0,-0.3402,-0.8397,-0.5103,0.8701,1.6461,0.8413,Normal
Luca D'Andrea,Sassuolo,Serie A,18,Forward,5,5,316,0,0.29,2.0,0.86,17.4,2.86,72.6,1.14,0.29,0.57,3.14,0.86,2.57,1.14,0.0,0.0,581,7.383,0.2739,0.0,0.4215,0.7022,0.714,-0.5245,0,-0.3846,-0.5245,-0.5103,-0.2204,-0.5587,0.4397,Normal
Damien Da Silva,Lyon,Ligue 1,34,Defender,7,3,338,0,0.0,0.53,0.0,57.1,0.0,85.4,2.11,1.32,1.05,0.53,0.26,0.53,2.11,0.53,0.0,582,7.4,0.4906,0.0,0.4909,0.5365,1.555,0.3202,0,-0.3091,0.3202,-0.5103,0.7558,0.3168,0.4424,Normal
Moanes Dabbur,Hoffenheim,Bundesliga,30,Forward,13,4,541,5,0.0,2.33,2.0,21.8,1.5,70.4,1.17,0.5,0.5,2.17,0.83,1.0,0.67,0.33,0.0,583,7.836,0.3825,0.3846153846153846,0.5678,0.4624,0.768,1.2561,0,1.6274,1.2561,1.9727,-0.3881,-0.5025,1.1494,Attention
Colin Dagba,Strasbourg,Ligue 1,24,Defender,12,7,560,0,0.0,0.32,0.0,41.9,1.77,81.8,2.58,1.61,1.94,2.9,1.29,0.81,1.61,0.16,0.0,584,7.401,0.4448,0.0,0.4746,0.5185,2.097,0.1218,0,-0.3047,0.1218,-0.5103,0.4812,0.881,0.4598,Normal
Finn Dahmen,Mainz 05,Bundesliga,24,Goalkeeper,5,5,450,0,0.0,0.0,0.0,23.2,0.0,68.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585,7.343,0.0,0.0,0.3575,1.0,0.0,-1.3034,0,-0.5623,-1.3034,-0.5103,-0.5254,-1.3019,0.8407,Normal
Mahmoud Dahoud,Dortmund,Bundesliga,27,Midfielder,5,3,198,0,0.0,1.82,0.0,53.2,1.36,75.5,3.64,1.82,1.82,1.82,0.91,0.45,0.91,0.0,0.0,586,7.378,0.5,0.0,0.4723,0.44,2.548,0.0938,0,-0.4068,0.0938,-0.5103,0.0008,1.3505,0.4724,Normal
Patson Daka,Leicester City,Premier League,24,Forward,17,9,706,3,0.38,2.44,1.41,13.3,1.28,66.2,1.03,0.38,0.9,1.15,0.51,0.77,1.41,0.26,0.0,587,7.645,0.4435,0.1764705882352941,0.5034,0.4614,0.796,0.4723,0,0.7791,0.4723,0.9795,-0.7084,-0.4733,0.6825,Normal
Thijs Dallinga,Toulouse,Ligue 1,22,Forward,21,15,1208,7,0.07,2.01,1.12,13.3,1.27,66.9,0.45,0.15,0.6,1.04,0.45,0.6,1.57,0.3,0.0,588,8.024,0.4327,0.3333333333333333,0.5611,0.6392,0.405,1.1746,0,2.4625,1.1746,2.9659,-0.6551,-0.8803,1.6277,Surperformance
Diogo Dalot,Manchester Utd,Premier League,23,Defender,15,14,1268,0,0.14,0.99,0.28,45.3,1.56,77.4,2.2,1.63,1.28,1.63,0.92,0.21,1.06,0.35,0.0,589,7.379,0.5644,0.0,0.489,0.9393,1.753,0.2971,0,-0.4024,0.2971,-0.5103,0.1457,0.5229,0.3757,Normal
