fixture_id,team,player_id,player_name,position,grid,is_starter,match_importance,recent_form,result,performance_score,fatigue_index,defensive_impact,anomaly_z,rating,pass_accuracy,duels_won_pct,goals,assists,minutes,appearances,is_goalkeeper,is_defender,is_midfielder,is_forward
1029862,Paris Saint Germain,128384.0,Vitinha,M,3:2,1,0.5084745762711864,0.7333,W,0.4734,0.9489,6.4,1.3535,7.48,81.0,0.43478260869565216,0.0,0.0,427.0,5.0,0,0,1,0
1029862,Paris Saint Germain,128384.0,Vitinha,M,3:2,1,0.5084745762711864,0.7333,W,0.4705,0.8463,9.9,1.3401,7.466666,55.0,0.43243243243243246,2.0,1.0,914.0,12.0,0,0,1,0
1029862,Paris Saint Germain,128384.0,Vitinha,M,3:2,1,0.5084745762711864,0.7333,W,0.15,0.7194,0.0,-0.1383,0.0,0.0,0.0,2.0,0.0,259.0,4.0,0,0,1,0
1029862,Paris Saint Germain,927.0,Lee Kang-In,M,3:1,1,0.5084745762711864,0.7333,W,0.3491,0.7101,12.2,0.7801,7.145454,0.0,0.4782608695652174,3.0,4.0,1470.0,23.0,0,0,1,0
1029862,Paris Saint Germain,927.0,Lee Kang-In,M,3:1,1,0.5084745762711864,0.7333,W,0.3019,0.663,2.8,0.5624,6.966666,0.0,0.4642857142857143,0.0,0.0,179.0,3.0,0,0,1,0
1029862,Paris Saint Germain,927.0,Lee Kang-In,M,3:1,1,0.5084745762711864,0.7333,W,0.3399,0.421,3.4,0.7377,7.088888,0.0,0.46938775510204084,1.0,1.0,341.0,9.0,0,0,1,0
1029862,Paris Saint Germain,927.0,Lee Kang-In,M,3:1,1,0.5084745762711864,0.7333,W,0.0,0.3722,0.0,-0.8302,0.0,0.0,0.0,0.0,0.0,67.0,2.0,0,0,1,0
1029862,Paris Saint Germain,153.0,O. Dembélé,F,4:3,1,0.5084745762711864,0.7333,W,0.3558,0.6453,9.1,0.811,7.326923,0.0,0.5066666666666667,3.0,8.0,1510.0,26.0,0,0,0,1
1029862,Paris Saint Germain,153.0,O. Dembélé,F,4:3,1,0.5084745762711864,0.7333,W,0.5415,0.9083,1.5,1.6676,8.525,50.0,0.5535714285714286,1.0,2.0,327.0,4.0,0,0,0,1
1029862,Paris Saint Germain,153.0,O. Dembélé,F,4:3,1,0.5084745762711864,0.7333,W,0.3664,0.9636,7.8,0.8599,7.345454,0.0,0.4576271186440678,2.0,1.0,954.0,11.0,0,0,0,1
